Symbol,Date,Close
MA,1/2/2018,151.91
MA,1/3/2018,153.82
MA,1/4/2018,155.81
MA,1/5/2018,159.04
MA,1/8/2018,159.27
MA,1/9/2018,159.5
MA,1/10/2018,159.86
MA,1/11/2018,160.92
MA,1/12/2018,162.33
MA,1/16/2018,162.29
MA,1/17/2018,164.32
MA,1/18/2018,165.48
MA,1/19/2018,166.83
MA,1/22/2018,168.28
MA,1/23/2018,167.19
MA,1/24/2018,167.01
MA,1/25/2018,168.59
MA,1/26/2018,170.34
MA,1/29/2018,168.55
MA,1/30/2018,167.19
MA,1/31/2018,169
MA,2/1/2018,172.93
MA,2/2/2018,170.55
MA,2/5/2018,164.59
MA,2/6/2018,169.28
MA,2/7/2018,168.73
MA,2/8/2018,160.62
MA,2/9/2018,165.2
MA,2/12/2018,168.19
MA,2/13/2018,170.12
MA,2/14/2018,172.52
MA,2/15/2018,174.69
MA,2/16/2018,175.65
MA,2/20/2018,175.35
MA,2/21/2018,172.32
MA,2/22/2018,172.95
MA,2/23/2018,175.76
MA,2/26/2018,177.87
MA,2/27/2018,175.93
MA,2/28/2018,175.76
MA,3/1/2018,173.49
MA,3/2/2018,175.02
MA,3/5/2018,178.53
MA,3/6/2018,177.53
MA,3/7/2018,179.21
MA,3/8/2018,179.25
MA,3/9/2018,183.24
MA,3/12/2018,182.54
MA,3/13/2018,181.01
MA,3/14/2018,180.12
MA,3/15/2018,180.95
MA,3/16/2018,182.55
MA,3/19/2018,180.58
MA,3/20/2018,182.51
MA,3/21/2018,180.75
MA,3/22/2018,175.52
MA,3/23/2018,171.83
MA,3/26/2018,177.17
MA,3/27/2018,172.52
MA,3/28/2018,170.35
MA,3/29/2018,175.16
MA,4/2/2018,171.6
MA,4/3/2018,172.47
MA,4/4/2018,173.69
MA,4/5/2018,175.8
MA,4/6/2018,169.7
MA,4/9/2018,170.34
MA,4/10/2018,174.72
MA,4/11/2018,172.36
MA,4/12/2018,174.8
MA,4/13/2018,174.27
MA,4/16/2018,173.87
MA,4/17/2018,178.34
MA,4/18/2018,179.46
MA,4/19/2018,179.01
MA,4/20/2018,177.08
MA,4/23/2018,175.43
MA,4/24/2018,173.24
MA,4/25/2018,172.47
MA,4/26/2018,178.16
MA,4/27/2018,175.94
MA,4/30/2018,178.27
MA,5/1/2018,180.25
MA,5/2/2018,185.82
MA,5/3/2018,186.48
