Symbol,Date,Close
MA,5/4/2018,188.17
MA,5/7/2018,189.1
MA,5/8/2018,190.53
MA,5/9/2018,190.63
MA,5/10/2018,193.05
MA,5/11/2018,193.35
MA,5/14/2018,192.12
MA,5/15/2018,192
MA,5/16/2018,192.38
MA,5/17/2018,191.2
MA,5/18/2018,191.2
MA,5/21/2018,191.2
MA,5/22/2018,191.62
MA,5/23/2018,192.99
MA,5/24/2018,191.91
MA,5/25/2018,191.17
MA,5/29/2018,189.53
MA,5/30/2018,191.76
MA,5/31/2018,190.12
MA,6/1/2018,195.37
MA,6/4/2018,197.73
MA,6/5/2018,199.36
MA,6/6/2018,203.21
MA,6/7/2018,199.54
MA,6/8/2018,200.04
MA,6/11/2018,198.49
MA,6/12/2018,200.13
MA,6/13/2018,199.41
MA,6/14/2018,199.31
MA,6/15/2018,199.53
MA,6/18/2018,201.13
MA,6/19/2018,199.69
MA,6/20/2018,201.54
MA,6/21/2018,200.78
MA,6/22/2018,201.48
MA,6/25/2018,194.98
MA,6/26/2018,196.46
MA,6/27/2018,193.18
MA,6/28/2018,197.1
MA,6/29/2018,196.52
MA,7/2/2018,197.67
MA,7/3/2018 13:00:00,196.29
MA,7/5/2018,198.87
MA,7/6/2018,199.52
MA,7/9/2018,200.93
MA,7/10/2018,201.52
MA,7/11/2018,203.84
MA,7/12/2018,207.78
MA,7/13/2018,205.91
MA,7/16/2018,204.08
MA,7/17/2018,206.37
MA,7/18/2018,208.36
MA,7/19/2018,206.06
MA,7/20/2018,206.71
MA,7/23/2018,207.84
MA,7/24/2018,209.58
MA,7/25/2018,214.16
MA,7/26/2018,207.37
MA,7/27/2018,202.94
MA,7/30/2018,197.87
MA,7/31/2018,198
MA,8/1/2018,201.2
MA,8/2/2018,202.01
MA,8/3/2018,201.2
MA,8/6/2018,201.54
MA,8/7/2018,202.62
MA,8/8/2018,202.86
MA,8/9/2018,203.6
MA,8/10/2018,202.65
MA,8/13/2018,202.31
MA,8/14/2018,203.88
MA,8/15/2018,200.24
MA,8/16/2018,203.6
MA,8/17/2018,203.21
MA,8/20/2018,204.75
MA,8/21/2018,203.09
MA,8/22/2018,204.31
MA,8/23/2018,205.22
MA,8/24/2018,209.4
MA,8/27/2018,211.53
MA,8/28/2018,212.63
MA,8/29/2018,214.57
MA,8/30/2018,213.8
MA,8/31/2018,215.56
MA,9/4/2018,216.82
MA,9/5/2018,211.16
MA,9/6/2018,212.77
MA,9/7/2018,211.09
MA,9/10/2018,211.67
MA,9/11/2018,213.45
MA,9/12/2018,214.03
MA,9/13/2018,217.22
MA,9/14/2018,217.96
MA,9/17/2018,216.47
MA,9/18/2018,220.05
MA,9/19/2018,218.19
MA,9/20/2018,221.39
MA,9/21/2018,221.9
MA,9/24/2018,221.35
MA,9/25/2018,222.12
MA,9/26/2018,222.26
MA,9/27/2018,222.31
MA,9/28/2018,222.61
MA,10/1/2018,223.77
MA,10/2/2018,222.37
MA,10/3/2018,223.13
MA,10/4/2018,216.15
MA,10/5/2018,213.26
MA,10/8/2018,208.26
MA,10/9/2018,209.76
MA,10/10/2018,196.69
MA,10/11/2018,194.51
MA,10/12/2018,204.22
MA,10/15/2018,200.32
MA,10/16/2018,207.78
MA,10/17/2018,207.38
MA,10/18/2018,203.62
MA,10/19/2018,203.06
MA,10/22/2018,204.5
MA,10/23/2018,202.43
MA,10/24/2018,195.69
MA,10/25/2018,204.2
MA,10/26/2018,197.49
MA,10/29/2018,191.04
MA,10/30/2018,187.73
MA,10/31/2018,197.67
MA,11/1/2018,199.71
MA,11/2/2018,197.72
MA,11/5/2018,197.98
MA,11/6/2018,199.15
MA,11/7/2018,208.24
MA,11/8/2018,208.86
MA,11/9/2018,205.62
MA,11/12/2018,199.14
MA,11/13/2018,198.17
MA,11/14/2018,197.58
MA,11/15/2018,200.71
MA,11/16/2018,199.04
MA,11/19/2018,189.28
MA,11/20/2018,187.06
MA,11/21/2018,187.66
MA,11/23/2018 13:00:00,182.6
MA,11/26/2018,191.85
MA,11/27/2018,192.98
MA,11/28/2018,202.28
MA,11/29/2018,196.66
MA,11/30/2018,201.07
MA,12/3/2018,209.86
MA,12/4/2018,200.49
MA,12/6/2018,202.99
MA,12/7/2018,196.5
MA,12/10/2018,198.06
MA,12/11/2018,197.74
MA,12/12/2018,200.29
MA,12/13/2018,198.96
MA,12/14/2018,195.33
MA,12/17/2018,190.45
MA,12/18/2018,191.61
MA,12/19/2018,187.12
MA,12/20/2018,182.71
MA,12/21/2018,175.19
MA,12/24/2018 13:00:00,174.65
MA,12/26/2018,186.43
MA,12/27/2018,188.69
MA,12/28/2018,186.16
MA,12/31/2018,188.65
MA,1/2/2019,189.74
MA,1/3/2019,181.18
MA,1/4/2019,189.76
MA,1/7/2019,191.22
MA,1/8/2019,192.28
MA,1/9/2019,195.77
MA,1/10/2019,196.95
MA,1/11/2019,195.9
MA,1/14/2019,195.43
MA,1/15/2019,196.52
MA,1/16/2019,197.77
MA,1/17/2019,199.31
MA,1/18/2019,202
MA,1/22/2019,199.46
MA,1/23/2019,198.35
MA,1/24/2019,199.79
MA,1/25/2019,202.94
MA,1/28/2019,200.16
MA,1/29/2019,199.24
MA,1/30/2019,204.02
MA,1/31/2019,211.13
MA,2/1/2019,213.77
MA,2/4/2019,214.91
MA,2/5/2019,215.86
MA,2/6/2019,215.3
MA,2/7/2019,213.97
MA,2/8/2019,216.58
MA,2/11/2019,217.1
MA,2/12/2019,218.91
MA,2/13/2019,220.54
MA,2/14/2019,219.81
MA,2/15/2019,222.11
MA,2/19/2019,220.59
MA,2/20/2019,221.11
MA,2/21/2019,219.31
MA,2/22/2019,223.32
MA,2/25/2019,223.32
MA,2/26/2019,224
MA,2/27/2019,224.57
MA,2/28/2019,224.77
MA,3/1/2019,227.25
MA,3/4/2019,226.29
MA,3/5/2019,226.22
MA,3/6/2019,224.47
MA,3/7/2019,222.41
MA,3/8/2019,221.87
MA,3/11/2019,225.64
MA,3/12/2019,226.94
MA,3/13/2019,228.5
MA,3/14/2019,229.51
MA,3/15/2019,231.17
MA,3/18/2019,230.39
MA,3/19/2019,231.01
MA,3/20/2019,229.89
MA,3/21/2019,235.87
MA,3/22/2019,230.76
MA,3/25/2019,230.42
MA,3/26/2019,233.29
MA,3/27/2019,232.52
MA,3/28/2019,234.86
MA,3/29/2019,235.45
MA,4/1/2019,239.05
MA,4/2/2019,239.26
MA,4/3/2019,238.93
MA,4/4/2019,236.06
MA,4/5/2019,236.63
MA,4/8/2019,236.27
MA,4/9/2019,235.91
MA,4/10/2019,237.06
MA,4/11/2019,236.04
MA,4/12/2019,238.83
MA,4/15/2019,239.15
MA,4/16/2019,240.09
MA,4/17/2019,241
MA,4/18/2019,240.89
MA,4/22/2019,243.05
MA,4/23/2019,243.49
MA,4/24/2019,245.29
MA,4/25/2019,245.61
MA,4/26/2019,246.68
MA,4/29/2019,247.13
MA,4/30/2019,254.24
MA,5/1/2019,248.75
MA,5/2/2019,247.19
MA,5/3/2019,247.95
MA,5/6/2019,248.64
MA,5/7/2019,245.06
MA,5/8/2019,245.33
MA,5/9/2019,245.31
MA,5/10/2019,247.43
MA,5/13/2019,241.38
MA,5/14/2019,245.94
MA,5/15/2019,249.15
MA,5/16/2019,253.42
MA,5/17/2019,252.55
MA,5/20/2019,253.49
MA,5/21/2019,255.36
MA,5/22/2019,256.9
MA,5/23/2019,249.73
MA,5/24/2019,251.48
MA,5/28/2019,253.43
MA,5/29/2019,253.56
MA,5/30/2019,254.19
MA,5/31/2019,251.49
MA,6/3/2019,242.26
MA,6/4/2019,249.18
MA,6/5/2019,256.26
MA,6/6/2019,257.83
MA,6/7/2019,265.8
MA,6/10/2019,266.1
MA,6/11/2019,263.66
MA,6/12/2019,263.85
MA,6/13/2019,261.2
MA,6/14/2019,260.1
MA,6/17/2019,259.2
MA,6/18/2019,258.81
MA,6/19/2019,259.87
MA,6/20/2019,266.79
MA,6/21/2019,264.47
MA,6/24/2019,265.3
MA,6/25/2019,259.73
MA,6/26/2019,261.3
MA,6/27/2019,261.1
MA,6/28/2019,264.53
MA,7/1/2019,266.77
MA,7/2/2019,270.57
MA,7/3/2019 13:00:00,273.08
MA,7/5/2019,272.14
MA,7/8/2019,271.23
MA,7/9/2019,273.34
MA,7/10/2019,275.38
MA,7/11/2019,278.32
MA,7/12/2019,279.54
MA,7/15/2019,279.37
MA,7/16/2019,276.62
MA,7/17/2019,275.28
MA,7/18/2019,276.78
MA,7/19/2019,275.6
MA,7/22/2019,278.61
MA,7/23/2019,278.97
MA,7/24/2019,280.25
MA,7/25/2019,279.35
MA,7/26/2019,282.07
MA,7/29/2019,281.44
MA,7/30/2019,278.16
MA,7/31/2019,272.27
MA,8/1/2019,274.16
MA,8/2/2019,269.45
MA,8/5/2019,256.84
MA,8/6/2019,264.68
MA,8/7/2019,269.31
MA,8/8/2019,278.04
MA,8/9/2019,274.95
MA,8/12/2019,270
MA,8/13/2019,274.53
MA,8/14/2019,267.15
MA,8/15/2019,271.89
MA,8/16/2019,274.36
MA,8/19/2019,278.07
MA,8/20/2019,277.04
MA,8/21/2019,282.01
MA,8/22/2019,280.77
MA,8/23/2019,271.89
MA,8/26/2019,276.43
MA,8/27/2019,276.64
MA,8/28/2019,278.24
MA,8/29/2019,281.38
MA,8/30/2019,281.37
MA,9/3/2019,280.11
MA,9/4/2019,286.1
MA,9/5/2019,292.08
MA,9/6/2019,291.38
MA,9/9/2019,283.36
MA,9/10/2019,272.33
MA,9/11/2019,269.95
MA,9/12/2019,276.4
MA,9/13/2019,276.32
MA,9/16/2019,274.08
MA,9/17/2019,276.25
MA,9/18/2019,275.1
MA,9/19/2019,275.91
MA,9/20/2019,271.17
MA,9/23/2019,273.15
MA,9/24/2019,271.12
MA,9/25/2019,272.75
MA,9/26/2019,273.89
MA,9/27/2019,269.13
MA,9/30/2019,271.57
MA,10/1/2019,270.94
MA,10/2/2019,264.48
MA,10/3/2019,268.29
MA,10/4/2019,274.06
MA,10/7/2019,272.19
MA,10/8/2019,267.07
MA,10/9/2019,272.24
MA,10/10/2019,273.83
MA,10/11/2019,275.91
MA,10/14/2019,276.38
MA,10/15/2019,278.56
MA,10/16/2019,278.27
MA,10/17/2019,276.51
MA,10/18/2019,270.63
MA,10/21/2019,274.3
MA,10/22/2019,261.26
MA,10/23/2019,260.85
MA,10/24/2019,268.75
MA,10/25/2019,270.19
MA,10/28/2019,275.93
MA,10/29/2019,274.29
MA,10/30/2019,277.15
MA,10/31/2019,276.81
MA,11/1/2019,279.05
MA,11/4/2019,276.33
MA,11/5/2019,269
MA,11/6/2019,269.86
MA,11/7/2019,272.79
MA,11/8/2019,274.89
MA,11/11/2019,277
MA,11/12/2019,277.14
MA,11/13/2019,278.07
MA,11/14/2019,279.63
MA,11/15/2019,280.78
MA,11/18/2019,280.86
MA,11/19/2019,285.31
MA,11/20/2019,285.38
MA,11/21/2019,284.45
MA,11/22/2019,282.57
MA,11/25/2019,287.61
MA,11/26/2019,289.38
MA,11/27/2019,291.7
MA,11/29/2019 13:00:00,292.23
MA,12/2/2019,286.47
MA,12/3/2019,287.09
MA,12/4/2019,286.84
MA,12/5/2019,289.85
MA,12/6/2019,290.4
MA,12/9/2019,289.06
MA,12/10/2019,288.61
MA,12/11/2019,290.05
MA,12/12/2019,292.21
MA,12/13/2019,296.09
MA,12/16/2019,296.96
MA,12/17/2019,296
MA,12/18/2019,294.74
MA,12/19/2019,297.53
MA,12/20/2019,298.57
MA,12/23/2019,297.27
MA,12/24/2019 13:00:00,297.48
MA,12/26/2019,299.2
MA,12/27/2019,300.74
MA,12/30/2019,297.72
